ID,split_text,starttime,endtime,employ,gender,age,birthyr,region,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__10,social_nets_mem__12,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,faminc,pid7text,job,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,age_cross,family_income_r,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,w_age_gen_1,w_age_gen_2,w_age_gen_3,w_age_gen_4,w_age_gen_5,w_age_gen_6,w_age_gen_7,w_age_gen_8,duration,weight_political
274,in the year since Donald Trump became President?,2017-12-07 17:01:01,2017-12-07 17:12:50,1,2,62,1955,2,4,29,1,2,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,609,7,1,2,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,3,2,4,3,4,1,3,4,4,4,4,3,4,3,3,2,3,4,4,4,4,3, ,2,1,1,1,6,10,73, , , , , , ,1, ,11.8166666666667,.44880774072334
1053,since the end of the Obama Administration?,2017-12-07 16:56:26,2017-12-07 17:13:21,1,1,33,1984,3,6,47,1,3,5,1,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,557,4,4,2,3,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,1,2,1,5,2,3,1,3,2,1,2,2,2,4,2,3,2,3,2,3,3,3,2,4,2,1, ,1,1,1,2,1,2,14, ,2, , , , , , ,16.9166666666667,.536924062166104
1033,since the end of the Obama Administration?,2017-12-07 16:53:45,2017-12-07 17:13:29,6,2,27,1990,3,7,40,1,2,6,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,657,3,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,2,1,4,4,2,2,2,2,3,2,4,3,3,2,3,3,3,3,4,4,4,4,4,4,1, ,1,1,1,1,4,7,49, , , , ,1, , , ,19.7333333333333,1.85126610163336
74,in the last year?,2017-12-07 16:49:57,2017-12-07 17:13:59,6,1,62,1955,3,7,22,7,4,1,1,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,622,2,2,2,5,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,2,2,1,5,4,4,4,4,4,2,3,4,4,4,2,4,4,4,4,2,3,4,3,4,3,3, ,2,1,4,2,3,5,26, , ,2, , , , , ,24.0333333333333,.810869759333808
701,in the year since Donald Trump became President?,2017-12-07 17:10:01,2017-12-07 17:14:15,4,2,42,1975,2,3,18,1,3,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,527,1,4,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,4,4,4,4,6,6,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,2, ,1,1,1,2,5,8,62, , , , , ,2, , ,4.21666666666667,.579699977539455
921,in the year since Donald Trump became President?,2017-12-07 17:02:40,2017-12-07 17:14:45,1,2,28,1989,3,7,5,2,3,5,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,693,3,1,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,5,5,5,5,5,1, ,1,2,2,2,4,7,54, , , , ,6, , , ,12.0833333333333,1.28818797939361
624,in the year since Donald Trump became President?,2017-12-07 15:46:57,2017-12-07 17:14:42,1,2,43,1974,4,9,41,1,5,1,4,1,5,1,0,0,1,1,1,0,0,0,0,0,0,0,820,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,3,2,3,3,4,2,2,2,2,1,1,1,2,2,3,3,3,2,2,2,3,1,3,3,3,3,2, ,2,1,1,3,5,8,63, , , , , ,3, , ,87.75,.633522196991993
476,since the end of the Obama Administration?,2017-12-07 17:04:10,2017-12-07 17:14:42,2,1,53,1964,2,3,39,1,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,535,2,1,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,4,4,2,2,1,3,3,4,4,4,2,4,2,3,2,3,3,3,3,4,2,2, ,1,1,1,1,2,4,25, , ,1, , , , , ,10.5333333333333,.570452919074248
881,in the last year?,2017-12-07 17:04:06,2017-12-07 17:15:01,4,2,35,1982,1,2,36,1,3,1,6,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,501,6,4,7,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,6,4,3,3,3,3,1,2,3,2,4,3,3,3,3,3,2,3,3,3,3,3,2, ,1,1,1,2,5,8,62, , , , , ,2, , ,10.9166666666667,1.46303182807036
936,in the last year?,2017-12-07 17:11:10,2017-12-07 17:15:17,1,2,22,1995,3,5,24,2,2,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,512,4,4,6,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,3,3,4,3,4,3,3,4,3,2,3,2,4,3,3,2,4,2,1,3,3,3,2,1,1, ,1,2,2,1,4,6,53, , , , ,5, , , ,4.11666666666667,.335486428506468
813,in the year since Donald Trump became President?,2017-12-07 17:11:22,2017-12-07 17:15:22,7,2,39,1978,2,3,18,1,4,1,1,1,6,1,1,0,0,0,1,0,1,1,0,0,0,0,527,3,4,7,5,2, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,4,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2, ,2,1,1,2,5,8,62, , , , , ,2, , ,4,1.46303182807036
284,in the year since Donald Trump became President?,2017-12-07 16:48:52,2017-12-07 17:15:28,1,1,50,1967,2,3,39,1,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,547,3,4,7,4,2, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,2,4,3,2,3,2,1,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2, ,2,1,1,1,2,4,25, , ,1, , , , , ,26.5833333333333,3.5238220667435
829,since the end of the Obama Administration?,2017-12-07 16:53:09,2017-12-07 17:15:45,2,2,53,1964,3,5,12,1,4,1,1,2,4,1,0,1,1,0,1,0,1,1,0,0,0,0,539,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,4,2,2,3,4,4,2,2,2,5,1,5,2,2,4,4,3,3,5,5,2,5,5,5,3,4,2, ,1,1,1,2,5,9,74, , , , , , ,2, ,22.6,.571615539415581
59,since the end of the Obama Administration?,2017-12-07 14:59:41,2017-12-07 17:15:59,1,1,60,1957,1,1,25,1,5,1,1,2,97,0,0,1,0,0,0,0,0,0,0,0,0,0,506,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,3,2,4,3,4,2,3,2,1,2,2,2,3,3,4,3,3,3,3,3,3,3,4,3,3, ,4,1,1,3,3,5,27, , ,3, , , , , ,136.3,.95272226331245
680,in the year since Donald Trump became President?,2017-12-07 17:08:16,2017-12-07 17:16:26,1,1,42,1975,1,2,42,3,4,2,1,1,5,1,1,1,1,0,0,0,1,0,0,0,0,0,504,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2, ,2,3,3,2,2,3,22, ,10, , , , , , ,8.16666666666667,.759704382663771
198,since the end of the Obama Administration?,2017-12-07 17:02:37,2017-12-07 17:15:59,1,2,56,1961,4,8,35,3,4,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,790,3,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,3,1,4,1,3,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,5,4,4,4,4,2,3, ,2,3,3,2,6,10,82, , , , , , ,10, ,13.3666666666667,.717367061879766
803,since the end of the Obama Administration?,2017-12-07 17:06:59,2017-12-07 17:16:45,2,2,55,1962,3,5,45,1,2,1,1,1,4,1,1,0,0,1,1,0,1,0,0,0,0,0,546,3,4,7,2,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,5,5,2,2,2,3,2,4,3,4,4,2,2,2,2,2,3,3,2,4,3,2,3, ,1,1,1,1,6,10,73, , , , , , ,1, ,9.76666666666667,1.6474267469079
237,since the end of the Obama Administration?,2017-12-07 17:05:33,2017-12-07 17:16:49,1,2,48,1969,2,3,17,1,2,3,1,2,5,1,0,0,0,0,1,0,0,1,0,0,0,0,602,3,1,4,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,4,4,3,2,2,2,1,2,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2, ,2,1,1,1,5,9,73, , , , , , ,1, ,11.2666666666667,.294044223140684
948,in the last year?,2017-12-07 16:45:46,2017-12-07 17:17:13,3,2,34,1983,2,3,17,4,5,5,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,602,1,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,1,1,2,5,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,1, ,2,1,4,3,4,7,63, , , , , ,3, , ,31.45,.633522196991993
377,in the last year?,2017-12-07 16:55:13,2017-12-07 17:18:34,1,2,55,1962,3,6,28,2,6,3,1,2,6,1,1,1,1,0,1,0,1,0,0,0,0,0,647,1,1,7,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,5,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,2,2,2,4,6,10,80, , , , , , ,8, ,23.35,.760221374687022
277,since the end of the Obama Administration?,2017-12-07 16:58:50,2017-12-07 17:18:34,5,2,74,1943,2,3,26,1,2,1,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,505,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,5,2,4,4,4,2,1,4,4,4,4,2,4,4,4,2,1,4,4,4,4,3,3, ,2,1,1,1,6,10,85, , , , , , , ,1,19.7333333333333,1.02026506034597
917,in the year since Donald Trump became President?,2017-12-07 17:12:39,2017-12-07 17:19:04,5,2,61,1956,3,5,13,1,2,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,524,1,2,7,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,4,2,2,3,3,2,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3, ,1,1,1,1,6,10,73, , , , , , ,1, ,6.41666666666667,1.39639048720341
533,in the year since Donald Trump became President?,2017-12-07 17:11:09,2017-12-07 17:19:12,1,2,42,1975,3,5,12,3,2,1,1,1,5,1,0,0,0,0,1,0,1,1,0,0,0,0,539,3,4,7,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,4,4,4,4,4,6,3,2,5,5,2,5,2,2,3,3,3,3,3,4,3,4,3,5,5,5,2, ,2,3,3,1,5,8,69, , , , , ,9, , ,8.05,1.28471197682119
863,in the last year?,2017-12-07 17:09:25,2017-12-07 17:19:30,4,1,44,1973,3,5,24,7,2,1,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,512,2,4,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,5,4,3,3,3,5,2,3,4,4,4,4,3,3,3,5,3,3,4,4,4,4,2, ,2,1,4,1,2,3,13, ,1, , , , , , ,10.0833333333333,1.17524418979005
977,since the end of the Obama Administration?,2017-12-07 16:46:05,2017-12-07 17:19:40,1,2,50,1967,3,7,48,3,3,5,1,2,4,1,1,0,1,0,1,1,0,1,0,0,0,0,636,4,1,7,4,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,2,3,1,2,2,1,1,2,2,2,5,3,2,2,2,2,2,3,3,3,3,2, ,1,3,3,2,5,9,82, , , , , , ,10, ,33.5833333333333,.979119058656351
1003,since the end of the Obama Administration?,2017-12-07 15:56:35,2017-12-07 16:12:01,2,1,56,1961,2,4,20,1,2,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,678,2,1,1,2,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,4,2,4,1,1,1,1,1,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3, ,2,1,1,1,3,5,25, , ,1, , , , , ,15.4333333333333,.771717649274495
598,in the last year?,2017-12-07 17:07:11,2017-12-07 17:20:18,1,1,60,1957,2,4,27,1,2,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,613,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,1,1,1,1,4,4,4,4,4,4,2,3,3,3,4,2,3,3,3,3,2,3,3,3,4,3,3, ,3,1,1,1,3,5,25, , ,1, , , , , ,13.1166666666667,.861283331048086
775,since the end of the Obama Administration?,2017-12-07 16:37:41,2017-12-07 17:20:29,4,2,50,1967,3,7,48,3,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,618,8,4,1,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,1,2,2,3,3,2,2,2,2,1,2,1,1,1,1,3,4,4,3,1,3,2,1,1,1,2, ,1,3,3,1,5,9,81, , , , , , ,9, ,42.8,.53965062281413
247,in the year since Donald Trump became President?,2017-12-07 15:36:00,2017-12-07 17:20:06,1,1,48,1969,2,3,39,1,6,1,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,554,4,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,5,2,4,3,4,2,1,2,3,3,4,3,3,3,4,3,2,3,4,3,4,3,2, ,2,1,1,4,2,4,28, , ,4, , , , , ,104.1,.95272226331245
62,in the last year?,2017-12-07 17:01:43,2017-12-07 17:20:30,1,1,62,1955,4,9,53,1,2,5,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,819,1,1,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,3,2,2,1,1,2,4,3,3,4,3,2,2,1,1,2,3,3,3,4,3, ,2,1,1,1,3,5,25, , ,1, , , , , ,18.7833333333333,.771717649274495
136,in the last year?,2017-12-07 17:15:12,2017-12-07 17:20:56,7,2,53,1964,4,9,53,1,2,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,819,3,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,3,2,1,1,5,1,5,3,2,2,4,2,2,2,5,2,5,3,3,2,4,2, ,1,1,1,1,5,9,73, , , , , , ,1, ,5.73333333333333,.607154145532793
1062,since the end of the Obama Administration?,2017-12-07 17:00:58,2017-12-07 17:21:31,4,2,35,1982,2,4,27,2,3,5,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,613,1,4,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,3,4,4,3,4,3,3,2,3,3,3,4,4,4,3,3,3,2,3,2,2,3,3,2, ,1,2,2,2,5,8,66, , , , , ,6, , ,20.55,.564151121093851
337,since the end of the Obama Administration?,2017-12-07 16:58:14,2017-12-07 17:21:53,1,1,57,1960,2,3,39,2,3,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,535,3,4,7,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,3,2,6,4,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3, ,2,2,2,2,3,5,30, , ,6, , , , , ,23.65,1.56650805209282
534,in the year since Donald Trump became President?,2017-12-07 17:10:39,2017-12-07 17:22:43,6,1,60,1957,4,9,6,1,1,2,1,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,803,3,4,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,2,4,2,2,1,1,1,1,2,3,4,3,3,2,2,3,2,2,2,2,3,3, ,1,1,1,1,3,5,25, , ,1, , , , , ,12.05,.829688537374822
883,since the end of the Obama Administration?,2017-12-07 16:45:12,2017-12-07 17:23:00,6,2,51,1966,2,3,39,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510,3,4,7,6,3, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,3,5,1,1,1,1,5,2,4,5,4,5,1,1,1,1,5,4,3,3,4,2, ,1,1,1,1,5,9,73, , , , , , ,1, ,37.8,1.6474267469079
433,in the year since Donald Trump became President?,2017-12-07 17:14:33,2017-12-07 17:23:34,1,2,57,1960,1,2,42,1,2,1,1,2,5,1,1,1,1,1,1,1,1,1,0,0,0,0,504,2,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,4,2,2,2,2,1,2,2,2,2,4,2,2,2,2,1,2,2,2,2,4,3, ,2,1,1,1,6,10,73, , , , , , ,1, ,9.01666666666667,1.6474267469079
907,in the year since Donald Trump became President?,2017-12-07 16:37:26,2017-12-07 17:25:15,4,1,54,1963,3,6,47,2,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,659,1,1,4,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,3,3,5,3,3,2,2,2,1,2,4,3,3,3,3,3,3,2,2,3,3,3,3,3,2, ,1,2,2,2,2,4,30, , ,6, , , , , ,47.8166666666667,.46324205499442
1085,in the last year?,2017-12-07 17:10:08,2017-12-07 17:25:11,4,1,31,1986,4,9,6,1,3,5,3,2,3,1,0,1,1,0,1,0,1,0,0,0,0,0,803,1,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,4,4,6,6,5,3,4,5,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,1, ,1,1,1,2,1,2,14, ,2, , , , , , ,15.0333333333333,3.08496594287898
709,in the last year?,2017-12-07 17:16:42,2017-12-07 17:25:26,1,1,58,1959,3,6,1,1,2,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,630,2,2,2,5,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,3,1,4,3,3,4,3,3,2,4,3,3,4,2,3,3,3,3,2,4,3,3,4,3,3, ,2,1,1,1,3,5,25, , ,1, , , , , ,8.73333333333333,.861283331048086
450,since the end of the Obama Administration?,2017-12-07 16:51:13,2017-12-07 17:26:35,2,2,67,1950,3,5,12,3,3,6,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,548,2,2,2,2,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,3,2,1,2,4,3,2,3,1,1,1,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3, ,1,3,3,2,6,10,94, , , , , , , ,10,35.3666666666667,1.08010971466608
252,in the year since Donald Trump became President?,2017-12-07 16:41:32,2017-12-07 17:26:39,5,1,42,1975,3,5,12,1,4,1,1,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0,561,4,4,1,6,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,3,2,3,3,1,1,1,1,5,1,1,1,2,1,4,1,2,1,1,2,2,2,1,1,5,2, ,3,1,1,2,2,3,14, ,2, , , , , , ,45.1166666666667,.72635928617241
253,in the year since Donald Trump became President?,2017-12-07 17:08:11,2017-12-07 17:26:51,1,2,57,1960,2,4,29,1,2,1,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,604,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,3,3,3,3,3, ,1,1,1,1,6,10,73, , , , , , ,1, ,18.6666666666667,.677620559042231
659,in the last year?,2017-12-07 17:24:25,2017-12-07 17:27:18,1,1,28,1989,2,4,27,8,3,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,613,2,4,7,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1,4,2,1,2,2,2, , , , , , , ,2.88333333333333,4.51146707087402
1097,in the last year?,2017-12-07 17:17:47,2017-12-07 17:27:22,1,2,39,1978,3,7,48,2,3,5,1,2,4,1,1,0,0,1,0,0,1,0,0,0,0,0,618,1,1,7,6,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,4,4,4,3,3,2,4,1,2,4,4,2,4,3,3,3,4,2,4,4,4,3,4,2, ,1,2,2,2,5,8,66, , , , , ,6, , ,9.58333333333333,1.08133212535804
429,since the end of the Obama Administration?,2017-12-07 17:19:55,2017-12-07 17:27:53,1,1,38,1979,2,3,17,4,4,5,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,602,1,1,7,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,1,2,2,4,3,2,2,2,3,2,2,3,1,2,1,1,3,2,2,2,1,3,1,3,3,2, ,1,1,4,2,2,3,14, ,2, , , , , , ,7.96666666666667,1.02914487907462
889,in the year since Donald Trump became President?,2017-12-07 17:08:59,2017-12-07 17:28:07,1,2,63,1954,3,5,45,1,2,4,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,570,4,4,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,3,4,2,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3, ,1,1,1,1,6,10,73, , , , , , ,1, ,19.1333333333333,.994345479334355
1112,since the end of the Obama Administration?,2017-12-07 17:22:29,2017-12-07 17:28:23,4,2,22,1995,2,3,39,1,2,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0, ,1,4,1,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,3,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1,1,1,4,6,49, , , , ,1, , , ,5.9,1.85126610163336
140,in the last year?,2017-12-07 17:12:35,2017-12-07 17:28:27,6,2,47,1970,1,2,36,1,2,1,1,2,6,1,1,0,0,0,1,0,1,0,0,0,0,0,501,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,2,1,5,2,4,4,3,4,1,4,4,4,4,4,3,2,3,4,2,4,3,3,3,3,2, ,2,1,1,1,5,9,73, , , , , , ,1, ,15.8666666666667,.677620559042231
303,in the year since Donald Trump became President?,2017-12-07 17:23:31,2017-12-07 17:28:39,2,2,27,1990,1,1,25,1,4,5,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,521,4,1,1,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,3,2,5,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1, ,4,1,1,2,4,7,50, , , , ,2, , , ,5.13333333333333,.642342655461387
529,in the last year?,2017-12-07 17:15:09,2017-12-07 17:28:53,1,2,62,1955,3,5,12,1,2,1,1,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,571,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,3,4,3,2,3,3,1,5,3,3,4,2,3,3,3,3,2,5,3,3,4,3,3, ,2,1,1,1,6,10,73, , , , , , ,1, ,13.7333333333333,.677620559042231
776,since the end of the Obama Administration?,2017-12-07 17:24:43,2017-12-07 17:28:54,4,2,38,1979,3,7,22,1,2,5,1,1,5,1,1,0,1,1,1,1,1,1,0,0,0,0,612,2,4,7,3,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,3,3,3,2,2,2,2,1,2,2,2,3,3,2,2,2,2,1,2,2,2,3,3,2, ,2,1,1,1,5,8,61, , , , , ,1, , ,4.18333333333333,.937950465278357
844,since the end of the Obama Administration?,2017-12-07 17:22:17,2017-12-07 17:28:55,6,1,39,1978,2,3,39,1,2,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,510,1,4,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,1,4,4,1,1,1,2,1,1,1,4,1,4,1,1,1,3,1,3,3,5,4,2, ,1,1,1,1,2,3,13, ,1, , , , , , ,6.63333333333333,.570305822185581
919,in the last year?,2017-12-07 17:24:52,2017-12-07 17:30:00,2,2,23,1994,4,9,6,3,3,1,4,2,10,1,1,0,0,0,0,1,1,1,0,0,0,0,825,2,4,2,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,1,2,3,3,5,4,3,2,5,3,3,5,4,1,4,1,5,4,2,1,4,2,3,5,4,4,1, ,3,3,3,2,4,6,58, , , , ,10, , , ,5.13333333333333,.57403000017163
555,since the end of the Obama Administration?,2017-12-07 16:28:13,2017-12-07 17:30:27,2,1,33,1984,3,5,54,3,6,5,1,2,5,1,1,1,0,0,0,0,1,0,0,0,0,0,511,2,3,7,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,3,3,3,1,5,3,3,4,4,3,1,3,4,4,4,3,3,4,4,3,2,3,4,4,4,3,1, ,2,3,3,4,1,2,24, ,12, , , , , , ,62.2333333333333,.928363201658248
504,in the last year?,2017-12-07 16:39:10,2017-12-07 17:30:51,6,2,58,1959,3,6,1,2,6,5,1,2,9,0,1,0,0,0,1,0,0,0,0,0,0,0,698,5,4,7,2,2, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3, ,3,2,2,4,6,10,80, , , , , , ,8, ,51.6833333333333,1.3541461605921
126,in the last year?,2017-12-07 17:24:01,2017-12-07 17:31:05,7,2,43,1974,2,3,39,1,2,5,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,515,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,4,2,4,2,2,2,2,2,2,2,2,3,2,5,5,3,5,3,5,5,5,4,2,2, ,2,1,1,1,5,8,61, , , , , ,1, , ,7.06666666666667,.639188825056371
134,since the end of the Obama Administration?,2017-12-07 17:17:16,2017-12-07 17:31:10,1,1,60,1957,4,8,49,4,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,770,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,1,3,1,1,2,3,3,2,4,3,2,3,1,2,2,3,3,3,4,3, ,1,1,4,1,3,5,25, , ,1, , , , , ,13.8833333333333,.771717649274495
72,in the last year?,2017-12-07 17:14:04,2017-12-07 17:30:54,2,2,49,1968,2,3,18,1,2,1,1,1,7,1,1,1,0,0,0,0,1,0,0,0,0,0,527,5,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,4,4,3,4,4,4,1,4,3,3,4,3,3,4,4,3,3,3,3,3,4,3,2, ,2,1,1,1,5,9,73, , , , , , ,1, ,16.8166666666667,.677620559042231
